recipe_id,nutrition_id,value
137739,40,0.0
31490,44,17.0
112140,47,48.0
59389,41,2.0
44061,45,23.0
5289,41,3.0
25274,45,24.0
67888,50,275.0
70971,49,111.0
75452,49,107.0
109439,40,0.0
42198,43,10.0
67547,48,69.0
107517,42,9.0
39959,40,0.0
63986,46,26.0
43026,43,11.0
23933,42,4.0
8559,46,29.0
23850,41,1.0
76808,44,14.0
24701,48,54.0
83873,45,24.0
107699,48,66.0
49262,48,53.0
48156,41,1.0
54272,48,76.0
47366,47,42.0
37073,41,3.0
44123,45,19.0
27087,42,5.0
59952,48,67.0
93249,49,128.0
54100,43,10.0
67664,41,1.0
87098,44,18.0
25775,46,32.0
33165,44,13.0
38798,41,3.0
22123,48,58.0
90921,48,56.0
93959,42,9.0
93958,43,10.0
58224,42,7.0
33606,45,22.0
94710,45,23.0
35173,49,97.0
83025,49,135.0
52804,46,25.0
108414,46,31.0
26995,45,20.0
53402,48,57.0
59632,46,30.0
22526,47,34.0
100870,49,106.0
84797,48,74.0
35653,42,8.0
32169,44,18.0
24478,40,0.0
44045,42,7.0
60219,47,39.0
81185,45,19.0
30131,43,10.0
63593,40,0.0
43164,45,21.0
30300,40,0.0
78655,44,17.0
74805,41,1.0
71635,43,12.0
38276,45,21.0
97052,41,2.0
26835,44,15.0
32271,46,26.0
107229,45,20.0
5060,41,3.0
42570,46,26.0
52443,44,15.0
35595,40,0.0
108804,46,29.0
83950,48,71.0
19208,40,0.0
64302,43,11.0
35964,44,15.0
71457,43,10.0
95926,43,10.0
103948,44,17.0
99024,42,8.0
64045,49,116.0
41756,42,5.0
112959,40,0.0
83062,49,107.0
98930,41,3.0
83133,47,36.0
39947,41,1.0
44895,48,87.0
39363,42,9.0
62368,49,149.0
111875,41,2.0
42522,42,7.0
34930,45,19.0
63793,40,0.0
61973,43,10.0
45859,40,0.0
58651,41,1.0
59534,47,35.0
24137,42,4.0
40237,49,101.0
18537,41,3.0
104243,47,41.0
105069,46,26.0
70099,46,32.0
333281,41,3.0
234069,40,0.0
37841,47,36.0
144952,49,96.0
453467,45,22.0
31835,45,20.0
197013,47,46.0
306168,46,32.0
286009,44,13.0
24514,47,46.0
42508,48,83.0
116679,45,19.0
124286,49,260.0
190,47,41.0
475785,43,12.0
17265,44,13.0
50662,48,90.0
177187,41,3.0
118843,49,159.0
208179,42,7.0
500166,42,6.0
501028,47,48.0
136602,45,20.0
69190,48,53.0
503475,44,14.0
522861,49,103.0
457136,45,24.0
455351,44,16.0
333797,47,34.0
428056,46,25.0
306245,42,6.0
523359,46,31.0
495314,47,52.0
149593,42,8.0
227924,44,13.0
100540,46,26.0
155959,48,67.0
29214,45,22.0
92533,43,11.0
