recipe_id,ingredient_id
137739,7933
137739,4694
137739,4795
137739,3723
137739,840
137739,5006
137739,6270
31490,5481
31490,6324
31490,2499
31490,4717
31490,6276
31490,1170
112140,3484
112140,7979
112140,2131
112140,7229
112140,7235
112140,6189
112140,4062
112140,7655
112140,1329
112140,3502
112140,6270
112140,4308
112140,1168
59389,1170
59389,4918
59389,6426
59389,5185
59389,7099
59389,5006
59389,6009
59389,6270
59389,5319
59389,5915
59389,7962
44061,7227
44061,155
44061,6906
44061,6270
44061,5319
44061,1564
44061,1521
44061,2430
5289,4717
5289,7474
5289,2946
5289,150
25274,2587
25274,3437
25274,5002
25274,3184
25274,5324
25274,5068
25274,5058
25274,1316
25274,5006
67888,5622
67888,6696
67888,2807
67888,2809
67888,1329
67888,2780
67888,6270
67888,2778
67888,7233
67888,800
67888,7979
67888,7799
67888,3723
67888,16
67888,4436
67888,1867
67888,2007
67888,2430
67888,1527
67888,5093
67888,4766
67888,7655
70971,1397
70971,1447
70971,7474
70971,342
70971,6858
70971,7702
75452,6906
75452,7367
75452,342
75452,2499
75452,2832
75452,5068
75452,911
75452,335
75452,6270
109439,7813
109439,6654
109439,3758
42198,7495
42198,840
42198,5695
42198,2499
42198,7705
42198,6846
42198,7642
67547,3384
67547,1248
67547,2045
67547,4807
67547,1833
67547,5010
67547,3217
67547,4883
67547,1329
67547,6270
67547,590
67547,298
67547,7655
107517,1649
107517,800
107517,4807
107517,3810
107517,7706
107517,3602
107517,6270
39959,2841
39959,1910
39959,2393
39959,6733
63986,4207
63986,2683
63986,6270
63986,2430
63986,3217
63986,4987
63986,1168
43026,2505
43026,7849
43026,1170
43026,1833
43026,4987
23933,882
23933,1351
23933,6290
8559,1124
8559,5010
8559,3533
8559,6696
8559,437
8559,1783
8559,3610
23850,1043
23850,5010
23850,3184
23850,1112
23850,5648
23850,7548
23850,7655
23850,6373
23850,3500
23850,3384
23850,6276
23850,761
23850,2551
23850,3439
23850,5915
23850,2819
76808,7655
76808,6270
76808,672
76808,2899
76808,7367
76808,1573
76808,2816
76808,4964
24701,5010
24701,6335
24701,159
24701,5006
24701,6754
24701,2856
24701,1124
24701,773
24701,6156
24701,6270
24701,2378
24701,7774
83873,1254
83873,1672
83873,2499
83873,6374
83873,63
83873,1833
83873,3217
83873,5168
83873,6276
83873,4987
107699,63
107699,3355
107699,332
107699,6270
107699,7470
107699,2499
107699,4717
107699,7557
107699,715
107699,800
107699,3497
107699,840
107699,5695
49262,840
49262,4287
49262,6270
49262,7774
49262,2512
48156,3486
48156,3512
48156,3500
48156,3502
48156,3550
48156,569
54272,7582
54272,3184
54272,5010
54272,3951
54272,3440
54272,1124
54272,4062
54272,2131
54272,1329
54272,590
54272,6270
54272,5975
47366,483
47366,7655
47366,7213
47366,432
47366,5010
47366,2324
47366,6270
47366,3547
47366,3532
47366,8021
47366,893
47366,3179
47366,2518
47366,5180
37073,5985
37073,4574
37073,6183
44123,7367
44123,1093
44123,5010
44123,1124
44123,766
44123,2378
44123,2320
44123,2370
44123,2461
44123,1297
44123,7946
44123,7049
44123,6566
44123,553
44123,761
44123,3668
44123,6271
44123,1833
27087,840
27087,6906
27087,7449
27087,2499
27087,63
27087,328
27087,332
27087,6270
27087,245
59952,3484
59952,5010
59952,7233
59952,7059
59952,6270
59952,5319
59952,7049
59952,3771
59952,1831
59952,7850
59952,6529
59952,1168
93249,840
93249,2200
93249,2718
54100,3552
54100,2506
54100,5687
54100,7655
54100,2764
54100,5010
54100,6270
54100,590
54100,2430
54100,7946
67664,4717
67664,2131
67664,5502
87098,1257
87098,2131
87098,8021
87098,1803
87098,5648
87098,7668
87098,3398
87098,1093
25775,2984
25775,2499
25775,6270
25775,590
25775,5010
25775,1168
25775,1674
25775,1974
33165,5985
33165,6335
33165,2129
33165,4623
33165,5502
33165,6654
33165,6906
33165,4880
33165,7803
33165,6270
33165,5319
33165,1133
33165,3184
38798,2984
38798,2499
38798,3217
38798,6616
38798,5106
38798,4574
38798,6243
38798,5010
22123,3484
22123,5010
22123,3106
22123,1920
22123,1673
22123,6273
22123,1783
22123,1825
90921,132
90921,7193
90921,6696
90921,3723
90921,3184
90921,6335
90921,7194
90921,6829
93959,63
93959,815
93959,7406
93959,332
93959,335
93959,6270
93959,3497
93959,3498
93959,3723
93959,6906
93959,2499
93959,7955
93959,869
93959,5068
93959,5058
93959,1043
93959,800
93959,2683
93959,1511
93959,840
93959,5298
93958,63
93958,815
93958,7406
93958,332
93958,335
93958,6270
93958,3497
93958,3498
93958,6641
93958,2499
93958,7955
93958,869
93958,5068
93958,5058
93958,1043
93958,5825
93958,673
93958,3355
58224,3484
58224,6906
58224,7977
58224,510
58224,1118
58224,3184
58224,6273
58224,112
33606,7265
33606,5365
33606,5002
33606,6335
33606,1372
33606,6985
33606,7656
33606,7213
33606,3597
33606,1170
33606,5006
33606,1504
33606,5024
33606,3217
33606,6276
33606,3940
94710,3013
94710,4987
94710,6272
94710,5180
94710,5106
94710,382
94710,2672
35173,6306
35173,2200
35173,840
35173,2111
35173,3597
35173,5340
35173,1168
35173,7033
35173,4836
83025,6473
83025,3834
83025,7449
83025,63
83025,332
83025,6906
83025,2499
83025,6270
83025,4717
83025,840
52804,912
52804,7479
52804,4964
52804,1511
52804,2499
52804,4987
52804,7655
52804,1982
52804,1093
52804,5298
52804,1591
108414,7850
108414,5010
108414,5915
108414,840
108414,3997
108414,2499
108414,3668
108414,3951
108414,1168
108414,3723
26995,2683
26995,7655
26995,7956
26995,4717
26995,6906
26995,2499
26995,7557
26995,335
26995,332
26995,6270
26995,1511
26995,7449
26995,1982
26995,5825
26995,4958
26995,840
26995,800
53402,6324
53402,3484
53402,3184
53402,2212
53402,6270
53402,7863
53402,7229
53402,6085
53402,1838
53402,5180
53402,5186
53402,2499
53402,3486
53402,4155
53402,4836
59632,2499
59632,1838
59632,1170
59632,2984
59632,422
59632,6270
59632,5319
59632,3675
59632,6738
59632,1786
59632,7196
22526,6153
22526,800
22526,3910
22526,1511
22526,5825
22526,840
100870,6819
100870,5205
100870,3184
100870,3484
100870,7770
100870,3355
84797,482
84797,7557
84797,6748
84797,2832
84797,3723
84797,800
84797,4053
84797,3810
84797,6654
84797,2807
84797,2856
84797,2258
35653,2683
35653,6270
35653,332
35653,6906
35653,840
35653,2499
35653,4717
32169,7213
32169,3184
32169,5010
32169,892
32169,3810
32169,2320
32169,2212
32169,2856
32169,7655
32169,6265
32169,1252
32169,5006
32169,2816
32169,5180
32169,5219
24478,2819
24478,1504
44045,2785
44045,2499
44045,2683
44045,6270
44045,5319
44045,332
44045,1909
44045,2574
60219,2593
60219,1168
60219,4717
60219,5362
60219,588
60219,3951
81185,3046
81185,3637
81185,6270
81185,4302
81185,7213
81185,5010
81185,1505
30131,4253
30131,4987
30131,7946
30131,382
30131,6696
30131,3217
30131,5319
63593,7363
63593,4717
63593,1910
63593,7998
63593,150
63593,5280
43164,7517
43164,840
43164,4987
43164,1093
43164,5010
43164,5188
43164,393
43164,7168
43164,6270
43164,5319
43164,298
30300,7213
30300,1873
30300,4623
30300,590
78655,1501
78655,5731
78655,3236
78655,3597
78655,7213
78655,6980
78655,3437
78655,4023
78655,2757
78655,1049
78655,3184
78655,748
78655,5108
78655,5006
78655,6009
78655,2856
78655,1093
74805,7705
74805,7479
74805,5695
74805,7470
71635,3232
71635,4717
71635,1910
71635,6906
71635,7470
71635,233
71635,3326
71635,1773
38276,1093
38276,840
38276,5010
38276,6528
38276,8021
38276,1124
38276,3440
38276,1563
38276,7213
38276,1329
38276,3502
38276,5106
38276,1119
38276,2683
38276,7655
38276,4814
38276,6270
38276,63
38276,332
38276,7559
38276,6696
38276,2499
97052,6966
97052,6962
97052,3589
97052,6276
26835,63
26835,6906
26835,6270
26835,335
26835,4288
26835,7449
26835,840
26835,7998
26835,2499
32271,7404
32271,840
32271,6906
32271,2499
32271,2683
32271,7449
32271,4958
107229,7612
107229,6082
107229,6696
107229,7557
107229,2809
107229,1334
107229,6413
107229,6335
107229,756
107229,1707
107229,2777
107229,6416
5060,1910
5060,5058
5060,5068
5060,6906
5060,150
5060,1124
5060,5298
42570,1252
42570,3184
42570,6270
42570,2007
42570,5168
42570,7168
42570,5006
42570,4253
42570,1118
42570,2817
52443,331
52443,4836
52443,7233
52443,5191
52443,5108
52443,3217
52443,5180
35595,5010
35595,4871
35595,7550
35595,7230
35595,1833
35595,7801
35595,590
35595,7049
108804,5006
108804,6009
108804,3184
108804,6270
108804,2757
108804,590
108804,4062
108804,49
108804,6335
108804,6002
108804,4308
83950,298
83950,5010
83950,1124
83950,1093
83950,3184
83950,840
83950,5006
83950,4189
83950,3533
83950,444
83950,2461
83950,1987
83950,6270
83950,590
83950,6206
83950,5106
83950,5975
83950,4964
83950,4717
83950,5314
19208,150
19208,5936
19208,208
19208,7655
64302,2518
64302,3440
64302,5010
64302,1124
64302,2913
64302,2001
64302,4987
64302,800
64302,4253
64302,4053
35964,2683
35964,6906
35964,1584
35964,332
35964,6270
35964,4717
35964,7557
35964,7449
35964,800
35964,3815
71457,2499
71457,2683
71457,4717
71457,6270
71457,840
71457,5695
71457,162
71457,7187
95926,7714
95926,4623
95926,342
103948,1306
103948,63
103948,6270
103948,2816
103948,2320
103948,2378
103948,3217
103948,7557
103948,5010
103948,1297
103948,2461
103948,728
103948,4717
103948,4189
103948,5667
99024,1910
99024,6260
99024,6270
99024,4253
99024,5010
99024,4436
64045,5010
64045,3184
64045,3500
64045,3502
64045,5930
64045,5276
64045,1093
64045,3398
64045,7213
64045,7562
64045,405
64045,7124
64045,6696
64045,3490
64045,6298
64045,3248
64045,800
64045,7655
64045,2117
64045,5259
41756,3484
41756,2226
41756,5010
41756,2499
41756,7235
41756,7655
41756,6906
41756,6276
41756,4253
112959,6626
112959,255
112959,1496
112959,2777
112959,4384
112959,3810
112959,6276
83062,6473
83062,7790
83062,342
83062,2499
83062,2683
83062,6270
83062,335
83062,1511
83062,3498
83062,4964
83062,7642
98930,1252
98930,7213
98930,2212
98930,5006
98930,4384
98930,6276
83133,466
83133,5010
83133,4053
83133,7655
83133,2832
83133,800
83133,4880
83133,6270
83133,7946
83133,7557
39947,3430
39947,2509
39947,6906
44895,3157
44895,2499
44895,7655
44895,7557
44895,954
39363,840
39363,6906
39363,2499
39363,342
39363,7655
39363,335
39363,6270
39363,332
39363,2683
39363,4958
39363,1388
62368,5110
62368,840
62368,1910
62368,7022
62368,2499
62368,7449
62368,1388
62368,2683
