recipe_id,nutrition_id,value
137739,40,0.0
31490,44,17.0
112140,48,48.0
59389,41,2.0
44061,46,23.0
5289,41,3.0
25274,46,24.0
67888,50,275.0
70971,49,111.0
75452,49,107.0
109439,40,0.0
42198,43,10.0
67547,48,69.0
107517,43,9.0
39959,40,0.0
63986,46,26.0
43026,43,11.0
23933,42,4.0
8559,46,29.0
23850,41,1.0
76808,44,14.0
24701,48,54.0
83873,46,24.0
107699,48,66.0
49262,48,53.0
48156,41,1.0
54272,48,76.0
47366,47,42.0
37073,41,3.0
44123,45,19.0
27087,42,5.0
59952,48,67.0
93249,49,128.0
54100,43,10.0
67664,41,1.0
87098,44,18.0
25775,47,32.0
33165,44,13.0
38798,41,3.0
22123,48,58.0
90921,48,56.0
93959,43,9.0
93958,43,10.0
58224,42,7.0
33606,45,22.0
94710,46,23.0
35173,49,97.0
83025,49,135.0
52804,46,25.0
108414,46,31.0
26995,45,20.0
53402,48,57.0
59632,46,30.0
22526,47,34.0
100870,49,106.0
84797,48,74.0
35653,43,8.0
32169,44,18.0
24478,40,0.0
44045,42,7.0
60219,47,39.0
81185,45,19.0
30131,43,10.0
63593,40,0.0
43164,45,21.0
30300,40,0.0
78655,44,17.0
74805,41,1.0
71635,43,12.0
38276,45,21.0
97052,41,2.0
26835,44,15.0
32271,46,26.0
107229,45,20.0
5060,41,3.0
42570,46,26.0
52443,44,15.0
35595,40,0.0
108804,46,29.0
83950,48,71.0
19208,40,0.0
64302,43,11.0
35964,44,15.0
71457,43,10.0
95926,43,10.0
103948,44,17.0
99024,43,8.0
64045,49,116.0
41756,42,5.0
112959,40,0.0
83062,49,107.0
98930,41,3.0
83133,47,36.0
39947,41,1.0
44895,49,87.0
39363,43,9.0
62368,49,149.0
111875,41,2.0
42522,42,7.0
34930,45,19.0
63793,40,0.0
61973,43,10.0
45859,40,0.0
58651,41,1.0
59534,47,35.0
24137,42,4.0
40237,49,101.0
18537,41,3.0
104243,47,41.0
105069,46,26.0
70099,47,32.0
333281,41,3.0
234069,40,0.0
37841,47,36.0
144952,49,96.0
453467,45,22.0
31835,45,20.0
197013,48,46.0
306168,47,32.0
286009,44,13.0
24514,48,46.0
42508,49,83.0
116679,45,19.0
124286,49,260.0
190,47,41.0
475785,43,12.0
17265,44,13.0
50662,49,90.0
177187,41,3.0
118843,49,159.0
208179,42,7.0
500166,42,6.0
501028,48,48.0
136602,45,20.0
69190,48,53.0
503475,44,14.0
522861,49,103.0
457136,46,24.0
455351,44,16.0
333797,47,34.0
428056,46,25.0
306245,42,6.0
523359,46,31.0
495314,48,52.0
149593,43,8.0
227924,44,13.0
100540,46,26.0
155959,48,67.0
29214,45,22.0
92533,43,11.0
209203,48,74.0
42151,49,147.0
327356,40,0.0
325509,40,0.0
236184,47,43.0
241445,48,65.0
149887,43,10.0
112984,43,10.0
200148,42,4.0
445026,47,32.0
70611,41,3.0
273326,45,22.0
310570,47,40.0
318677,48,72.0
80050,42,6.0
269984,47,39.0
317508,44,16.0
53872,45,21.0
268942,47,44.0
176110,47,32.0
205331,49,90.0
165856,45,22.0
474769,44,13.0
138005,42,6.0
216945,49,124.0
164526,40,0.0
50184,42,7.0
316470,40,0.0
343338,40,0.0
137434,43,8.0
95534,45,21.0
30473,40,0.0
24470,45,19.0
311991,46,23.0
225707,45,20.0
242830,42,6.0
336744,46,30.0
83542,49,133.0
91626,46,31.0
303457,40,0.0
176717,42,7.0
39226,49,89.0
216030,44,15.0
268169,43,8.0
98357,49,90.0
150365,42,5.0
243251,43,8.0
20186,48,73.0
109818,45,21.0
243785,46,27.0
207525,46,30.0
226246,44,15.0
353044,41,1.0
263781,45,19.0
66932,41,2.0
48131,41,2.0
32363,44,17.0
293225,45,19.0
235173,40,0.0
226001,43,8.0
220186,45,22.0
217201,43,11.0
194665,47,34.0
269909,49,140.0
259693,47,39.0
161370,42,6.0
152261,40,0.0
152259,40,0.0
303460,46,27.0
270259,42,4.0
345123,45,22.0
125195,43,11.0
141939,44,15.0
171442,48,56.0
212188,47,36.0
262208,42,6.0
207857,40,0.0
221049,44,18.0
221116,43,11.0
130819,42,7.0
20223,42,6.0
190108,47,39.0
158372,42,4.0
219681,46,27.0
261215,44,16.0
179640,43,10.0
250883,41,2.0
140855,44,18.0
120297,44,14.0
130492,47,35.0
164634,44,15.0
293836,40,0.0
169586,47,38.0
261296,46,30.0
101115,48,55.0
271594,47,36.0
164291,44,17.0
251528,48,60.0
250833,44,15.0
343448,47,38.0
